,Заказ,Сообщение,МВЗ,Описание,Номер адреса,Дата изменения,Время изменения,ОснСредство,Субномер,СостПослеМеропр,СостПрУсПслНеис,СостПрУсДоНеисп,Отв. раб.место,Завод РабМесто,Вид приоритета,Воздействие,Монтажный узел,Название узла,ПроизвУчасток,СоответЕдОборуд,Ссылочная дата,Ссылочное время,Ссыл. дата кл.,Ссылка клиента,СоотвТехМесто,БЕ,Город,Район,Страна,ДатаТехКонтроля,ДанныеУстройств,Поле сортировки,Время создания,Бизнес-сфера,Вид работы ТОРО,Мстплж/Контир,Подробный текст,ГрупПлановик,ТехКонтроль,Планир. завод,ТоргДокумент,Позиция,КЕ,Текст кода код.,ТекстГруппКодов,Клиент,Название,Материал,Единица,Помещение,Время сообщения,Имя списка,Номер объекта,СтатСтранОбмена,ОбозначИсполнит,ОбозначИсполнит.1,Исполнитель,Исполнитель.1,Описание.1,Почтовый индекс,Приоритет,Приоритет.1,Кодирование,Дата закрытия,Дата сообщ.,ГрупКодов,Автор сообщения,Время закрытия,Каталог/КодТОРО,Регион,Ревизия,Серийный номер,Сектор,Местоположение,Улица,ЗаводРасплТехОб,Телефон,Завод РабМеста,Заказ клиента,ДоступПслМеропр,ДоступнПслНеисп,ДоступнДоНеиспр,Отдел сбыта,Группа сбыта,СбытовОрганизац,Канал сбыта,Валюта,ПозПредупрТОРО,ПланПредупрТОРО,Полном. на изм.,Логич. система,Лог. система,ИндНаличПрикрДокум,БазисОкнч Заказ ТОРО,БазисНач Заказ ТОРО,КраткТекст ЗаказТОРО,Название модели,Модель,Дата приемки в экспл,Дата окончания выпол,Время окончания выпо,Отклонение окончания,Класс ЕО,Наименов класса ЕО,Продолжительность пр,Счетчик группы ТК,Группа ТК,Тип ТК,Код части объекта,КодКартиныПоврежд,ГрпКодовЧастейОбъект,ГрпКодовКартПовреж,Часть объекта,Картина повреждения,НазвГрупПричОтказ,НазвГрупЧастОбъект,НазвГрупКартПовр,Код причины отказа,ГрпКодовПричОтказа,Подроб. текст (комм),Время приемки в эксп,ID пересек. сообщен.,Отклонение окончания.1,Дата пуска MES,Время пуска MES,СистСтатус ЗаказТОРО,ПолзСтатус ЗаказТОРО,Вид заказа TOPO,Причина отказа,Корневое ТМ,Название корневого,Описание.2,ПользовСтатус,ПродолжПростоя,Отказ,Вид сообщения,Нач. неисправн.,Нач.неиспр.(вр),Конец неисправ.,Оконч. неиспр.,СистемнСтатус,Создал,Автор изменения,Дата создания,Требуем. начало,ТребВремяНачала,ТребуемЗавершен,ТребВремяОконч,Ед. оборудов.,Техместо
1249,1100375656.0,7100376866,1112011420,Экскаватор электрический ЭКГ-10 №22,,2022-01-15,06:24:16,101060003606.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,06:24:16,,,,1100,,,,,,22,06:04:11,,ТО1,1557504,,100.0,,1100,,0,1000,,,,,,Ч,448.0,10:03:30,,QM007100376866,,,,,,Экскаватор электрический №22,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-09-03,2022-09-02,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-12-28,14:36:58,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-09-02,09:00:00,2022-09-03,09:00:00,100000061735.0,11-RUD-BLAG-UGBL-E101
1250,1100375270.0,7100376516,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,04:52:16,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,04:52:16,,,,1100,,,,,,30,05:47:03,,ЗМН,1556799,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:47:02,,QM007100376516,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-31,2022-12-31,Замена футеровка,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,ЗУ,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,ПЛАН ГИП  ГОД  КОРР,APP1,,,,Замена футеровка,,0.0,,A1,2022-01-15,08:51:49,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-12-31,09:00:00,2022-12-31,09:00:36,100000062738.0,11-RUD-BLAG-UGBL-E106
1251,1100375269.0,7100376515,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:52,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:52,,,,1100,,,,,,30,05:46:49,,ТО3,1556797,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:45:49,,QM007100376515,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-06-05,2022-06-01,Техническое обслуживание 3,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О3,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 3,,0.0,,A1,2021-08-29,07:27:35,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-06-01,09:00:00,2022-06-05,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1252,1100375268.0,7100376514,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:52,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:52,,,,1100,,,,,,30,05:46:46,,ТО2,1556795,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:45:44,,QM007100376514,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-08-28,2022-08-24,Техническое обслуживание 2,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О2,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,Техническое обслуживание 2,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-08-24,09:00:00,2022-08-28,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1253,1100375267.0,7100376513,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,04:54:42,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,04:54:42,,,,1100,,,,,,30,05:46:44,,ТО2,1556793,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:45:40,,QM007100376513,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-03-11,2022-03-07,Техническое обслуживание 2,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О2,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,СГГС ГИП  ГОД,APP1,,,,Техническое обслуживание 2,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-03-07,09:00:00,2022-03-11,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1254,1100375266.0,7100376512,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:52,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:52,,,,1100,,,,,,30,05:46:41,,ТО1,1556791,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:42:07,,QM007100376512,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-10-26,2022-10-24,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:27:18,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-10-24,09:00:00,2022-10-26,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1255,1100375265.0,7100376511,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:52,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:52,,,,1100,,,,,,30,05:46:39,,ТО1,1556739,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:42:05,,QM007100376511,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-10-12,2022-10-10,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-10-10,09:00:00,2022-10-12,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1256,1100375264.0,7100376510,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:51,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:51,,,,1100,,,,,,30,05:46:30,,ТО1,1556737,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:42:03,,QM007100376510,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-09-19,2022-09-17,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:27:05,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-09-17,09:00:00,2022-09-19,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1257,1100375228.0,7100376466,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-18,10:17:28,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-18,10:17:28,,,,1100,,,,,,30,05:46:17,,ТР,1556695,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:46:13,,QM007100376466,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-11-16,2022-11-14,ТР ходовой части,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,85,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,ПЛАН ГИП  ГОД,APP1,,,,ТР ходовой части,,0.0,,A1,2022-01-15,09:11:03,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-11-14,09:00:00,2022-11-16,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1258,1100374935.0,7100376181,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,12:29:19,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,12:29:19,,,,1100,,,,,,30,05:45:53,,ТО1,1556099,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:05,,QM007100376181,,,,,,Экскаватор электрический №30,,1.0,Высокий,,,2021-03-10,,POLYUS\Khleb,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-01-06,2022-01-05,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,"_x000D_
04.01.2022 20:44:18 RUS03 (ИТС) <Техническое обслуживание Плановыеработы - ТО1   К-р Благодатный>_x000D_
05.01.2022 01:06:14 RUS03 (ИТС) <Техническое обслуживание Плановыеработы - ТО1  ТО согласно графика ППР К-р Благодатный>",00:00:00,109544059.0,0.0,2022-01-05,02:15:19,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МЕС  МТРЦ НЕД  ПЗТГ СРОЧ*,APP1,,,,Техническое обслуживание 1,ИМЕС,1.79,X,A1,2022-01-05,00:27:48,2022-01-05,02:15:19,ЗКПР СОРА,ZYATIKOVMN,KRAYTSEVMA,2021-03-10,2022-01-05,00:00:00,2022-01-06,00:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1259,1100374936.0,7100376182,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,05:59:24,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,05:59:24,,,,1100,,,,,,30,05:45:55,,ТО1,1556651,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:09,,QM007100376182,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-01-23,2022-01-21,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-15,08:52:41,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,KHRAPATYYIV,2021-03-10,2022-01-21,09:00:00,2022-01-23,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1260,1100374937.0,7100376183,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,04:54:41,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,04:54:41,,,,1100,,,,,,30,05:45:58,,ТО1,1556653,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:12,,QM007100376183,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-02-16,2022-02-14,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:21:31,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-02-14,09:00:00,2022-02-16,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1261,1100374938.0,7100376184,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,06:05:04,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,06:05:04,,,,1100,,,,,,30,05:46:01,,ТО1,1556655,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:18,,QM007100376184,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-04-03,2022-04-01,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-15,08:55:07,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,KHRAPATYYIV,2021-03-10,2022-04-01,09:00:00,2022-04-03,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1262,1100374939.0,7100376185,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,05:02:30,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,05:02:30,,,,1100,,,,,,30,05:46:06,,ТО1,1556657,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:21,,QM007100376185,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-04-27,2022-04-25,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2022-01-15,09:02:19,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-04-25,09:00:00,2022-04-27,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1263,1100375260.0,7100376186,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,04:54:42,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,04:54:42,,,,1100,,,,,,30,05:46:17,,ТО1,1556659,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:53,,QM007100376186,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-05-19,2022-05-17,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ СРОЧ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-05-17,09:00:00,2022-05-19,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1264,1100375261.0,7100376187,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:47,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:47,,,,1100,,,,,,30,05:46:21,,ТО1,1556731,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:56,,QM007100376187,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-06-26,2022-06-24,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-06-24,09:00:00,2022-06-26,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1265,1100375262.0,7100376188,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:51,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:51,,,,1100,,,,,,30,05:46:23,,ТО1,1556733,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:41:58,,QM007100376188,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-07-19,2022-07-17,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,,00:00:00,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-07-17,09:00:00,2022-07-19,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1266,1100375263.0,7100376189,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,07:08:51,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,07:08:51,,,,1100,,,,,,30,05:46:25,,ТО1,1556735,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:42:01,,QM007100376189,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-08-03,2022-08-01,Техническое обслуживание 1,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,О1,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,ПЛАН ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,Техническое обслуживание 1,,0.0,,A1,2021-08-29,07:26:50,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-08-01,09:00:00,2022-08-03,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1267,1100375223.0,7100376461,1112011420,Экскаватор электрический ЭКГ-10 №30,,2021-12-17,05:00:22,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2021-12-17,05:00:22,,,,1100,,,,,,30,05:45:56,,ТР,1556625,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:45:53,,QM007100376461,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-31,2022-12-31,ТР пневмосистемы,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,ТП,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,ПЛАН ГИП  ГОД,APP1,,,,ТР пневмосистемы,,0.0,,A1,2021-12-17,08:59:37,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-12-31,09:00:00,2022-12-31,09:00:36,100000062738.0,11-RUD-BLAG-UGBL-E106
1268,1100375225.0,7100376463,1112011420,Экскаватор электрический ЭКГ-10 №30,,2022-01-15,05:02:09,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-15,05:02:09,,,,1100,,,,,,30,05:46:05,,ТР,1556629,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:46:01,,QM007100376463,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-17,2022-12-14,ТР рабочего оборудования,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,Р0,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,ТР рабочего оборудования,,0.0,,A1,2021-08-29,07:25:16,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-12-14,09:00:00,2022-12-17,09:00:00,100000062738.0,11-RUD-BLAG-UGBL-E106
1269,1100375226.0,7100376464,1112011420,Экскаватор электрический ЭКГ-10 №30,,2021-12-17,04:59:30,101060011712.0,0.0,,,,C-OGM,1100,PL,,,,,,2021-12-17,04:59:30,,,,1100,,,,,,30,05:46:08,,ТР,1556691,,100.0,,1100,,0,1000,,,,,,Ч,5435.0,09:46:06,,QM007100376464,,,,,,Экскаватор электрический №30,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-12-29,2022-12-29,ТР ковша,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,74,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР KKMP ДМНП ПКАЛ,ПЛАН ГИП  ГОД,APP1,,,,ТР ковша,,0.0,,A1,2021-03-10,14:14:59,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-12-29,09:00:00,2022-12-29,09:00:36,100000062738.0,11-RUD-BLAG-UGBL-E106
1270,1100375382.0,7100376618,1112011420,Экскаватор электрический ЭКГ-10 №28,,2022-01-18,10:13:03,101060011426.0,0.0,,,,C-OGM,1100,PL,,,,,,2022-01-18,10:13:03,,,,1100,,,,,,28,05:50:10,,ТР,1557003,,100.0,,1100,,0,1000,,,,,,Ч,5641.0,09:50:06,,QM007100376618,,,,,,Экскаватор электрический №28,,,,,,2021-03-10,,,00:00:00,E0302000,,,,,,,1105,,1100,,0,0,0,,,,,,,,,,,,2022-11-06,2022-11-03,ТР рабочего оборудования,ЭКГ-10_E03_02,960000020.0,,,00:00:00,0,E03_02,Экскаваторы электрические,0,Р0,A0000020,A,,,,,,,,,,,,,00:00:00,,0.0,,00:00:00,ОТКР ДМНП ПКАЛ,СГГС ГИП  ГОД  МТРЦ ТКБЕ УТВП,APP1,,,,ТР рабочего оборудования,,0.0,,A1,2021-08-29,07:32:57,,00:00:00,ЗКПР СОРА,ZYATIKOVMN,NIKOLAEVIV,2021-03-10,2022-11-03,09:00:00,2022-11-06,09:00:00,100000063333.0,11-RUD-BLAG-UGBL-E102
